edad,salario,experiencia,antiguedad_empresa,departamento,tipo_contrato,horas_trabajo,satisfaccion_laboral,balance_trabajo_vida,promociones,distancia_trabajo,comentarios_empleado,renuncia,employee_id,employee_name,risk_score,risk_level,recommendation
47,1523,18,12,finanzas,temporal,32,4,2,2,2,"estoy aprendiendo cosas nuevas, pero hay desafios",1,879,N/A,0.5427509907690787,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
55,3226,31,3,finanzas,fijo,44,5,1,2,46,hay buenas oportunidades de aprendizaje,0,880,N/A,0.2419154310666306,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
19,1905,0,0,rrhh,fijo,39,3,5,0,20,cumplo mis funciones sin mayor inconveniente,1,881,N/A,0.6698438574931229,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
32,1423,13,2,logistica,fijo,54,2,5,1,28,estoy satisfecho con las condiciones laborales y me siento muy estresado por la carga laboral,1,882,N/A,0.5779448263095077,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
28,1508,1,1,logistica,fijo,47,3,2,1,31,tengo oportunidades limitadas para crecer,0,883,N/A,0.3689858459206287,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
25,1214,1,0,logistica,fijo,59,1,1,0,48,me siento sobrecargado y desmotivado y me siento muy estresado por la carga laboral,0,884,N/A,0.3998309615967261,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
43,2739,17,2,produccion,fijo,48,4,4,1,25,disfruto trabajar en esta empresa,1,885,N/A,0.36433241561041657,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
22,1568,1,1,ti,temporal,53,3,5,1,12,me siento sobrecargado y desmotivado,0,886,N/A,0.5144233208104771,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
23,2328,5,3,ventas,temporal,31,3,1,2,14,tengo oportunidades limitadas para crecer,1,887,N/A,0.765194362560542,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
43,1828,16,4,ventas,temporal,50,4,4,3,1,el liderazgo de mi equipo es excelente,0,888,N/A,0.19657140341625234,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
21,1774,2,0,finanzas,fijo,39,3,2,0,48,hay falta de comunicacion en el equipo,0,889,N/A,0.6359419570990265,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
36,1119,12,5,ventas,fijo,57,3,4,0,32,"no es el mejor trabajo, pero tampoco el peor y siento que no hay crecimiento profesional",0,890,N/A,0.32135038816073463,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
37,2765,17,17,logistica,fijo,45,4,2,3,30,la empresa valora a sus empleados,0,891,N/A,0.3063638228945821,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
50,2945,29,19,logistica,fijo,37,4,5,0,0,no confio en la direccion de la empresa y siento que no hay crecimiento profesional,0,892,N/A,0.1998085542906828,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
37,1112,13,13,rrhh,fijo,36,3,3,3,14,aprecio el apoyo de mis colegas pero no siempre de mi jefe,0,893,N/A,0.20332535126428694,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
29,2303,8,4,produccion,fijo,33,5,3,4,38,el ambiente laboral es muy malo,0,894,N/A,0.2452168947821939,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
18,486,0,0,logistica,fijo,55,2,5,0,14,me siento estancado profesionalmente ademas considero que el salario es bajo y siento que no hay crecimiento profesional,1,895,N/A,0.7515239845542377,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
43,2229,21,10,finanzas,fijo,38,5,4,3,19,no me siento valorado en la empresa,0,896,N/A,0.2383971181441972,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
31,1209,13,10,ti,fijo,31,5,3,3,6,me siento parte de un buen equipo,0,897,N/A,0.20479605334025958,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
55,1991,33,8,rrhh,fijo,58,3,2,1,35,mi jefe no apoya mi desarrollo profesional y me siento muy estresado por la carga laboral,1,898,N/A,0.734407798619679,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
54,3233,30,28,ti,temporal,45,3,5,2,42,cumplo mis funciones sin mayor inconveniente,0,899,N/A,0.3156147111012692,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
28,2001,7,0,ventas,temporal,58,2,1,0,11,hay falta de comunicacion en el equipo y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1,900,N/A,0.7976210612319521,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
53,2163,29,11,ventas,fijo,36,4,3,2,12,estoy contento con mi trabajo,1,901,N/A,0.3834347092395478,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
30,1884,5,0,produccion,fijo,52,3,4,0,4,el ambiente laboral es muy malo y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,0,902,N/A,0.4804940912194645,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
60,2579,35,25,ti,fijo,44,4,5,2,42,me siento reconocido por mis esfuerzos,0,903,N/A,0.23445654357468929,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
20,1486,0,0,rrhh,fijo,52,3,3,0,5,la empresa tiene potencial de mejora y me siento muy estresado por la carga laboral,1,904,N/A,0.6233005493480295,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
50,3222,31,0,ti,temporal,52,2,3,0,4,no hay reconocimiento al esfuerzo,1,905,N/A,0.7834423715533126,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
23,1639,0,0,ti,fijo,34,3,5,0,44,estoy contento con mi trabajo y siento que no hay crecimiento profesional,0,906,N/A,0.5050592791296875,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
27,2076,4,0,logistica,fijo,30,3,1,0,38,la cultura de la empresa es positiva y siento que no hay crecimiento profesional,0,907,N/A,0.35605368789544173,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
22,1464,0,0,ti,fijo,49,3,5,0,42,no hay reconocimiento al esfuerzo,1,908,N/A,0.6839388201664807,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
40,2316,21,3,ti,fijo,34,3,1,3,46,hay cosas buenas y malas,1,909,N/A,0.6719656659631886,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
27,937,2,0,ventas,fijo,42,3,5,0,5,"estoy aprendiendo cosas nuevas, pero hay desafios ademas considero que el salario es bajo y siento que no hay crecimiento profesional",0,910,N/A,0.39860993983713655,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
19,1621,0,0,logistica,fijo,55,3,2,0,5,siento estabilidad en mi trabajo y me siento muy estresado por la carga laboral,0,911,N/A,0.383224463982269,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
30,1421,12,5,produccion,fijo,49,2,2,0,10,mi desarrollo profesional es constante y siento que no hay crecimiento profesional,0,912,N/A,0.4621320685389502,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
57,3351,37,17,rrhh,fijo,42,3,5,4,26,aprecio el apoyo de mis colegas pero no siempre de mi jefe,0,913,N/A,0.24258904575126933,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
19,1155,0,0,finanzas,fijo,52,1,1,0,15,hay falta de comunicacion en el equipo,1,914,N/A,0.8151548832930203,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
37,1763,19,16,logistica,fijo,58,1,3,0,44,no tengo motivacion para seguir en este trabajo,1,915,N/A,0.5644609342895334,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
18,1926,0,0,ventas,fijo,47,2,5,0,2,la empresa tiene potencial de mejora,1,916,N/A,0.5650862943739896,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
54,2626,34,23,ventas,temporal,31,4,3,1,21,me siento parte de un buen equipo,0,917,N/A,0.17523747816505128,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
26,1934,4,3,logistica,fijo,56,1,5,1,31,no confio en la direccion de la empresa y me siento muy estresado por la carga laboral,0,918,N/A,0.39494530050306637,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
34,2477,11,4,rrhh,temporal,47,5,4,3,24,estoy satisfecho con mi equipo,1,919,N/A,0.5747099358609035,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
26,957,4,0,logistica,fijo,39,3,1,0,17,el trabajo cumple con lo esperado ademas considero que el salario es bajo,0,920,N/A,0.5324022832708231,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
28,1978,5,2,rrhh,fijo,32,3,4,1,18,el equilibrio entre trabajo y vida es justo,1,921,N/A,0.6077902294341649,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
32,2318,14,13,produccion,fijo,50,3,4,1,47,siento que algunos procesos son confusos,1,922,N/A,0.48778553496842053,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
41,3231,21,6,finanzas,fijo,59,3,1,4,29,hay tareas repetitivas que no disfruto,0,923,N/A,0.31445391573416953,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
55,3486,37,14,ventas,fijo,39,2,5,1,34,mi jefe no apoya mi desarrollo profesional,1,924,N/A,0.5622842984814335,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
52,3512,25,13,logistica,fijo,38,3,1,3,50,"algunas tareas son interesantes, otras no tanto",0,925,N/A,0.35617499387776014,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
47,2482,20,2,produccion,fijo,32,4,1,2,45,estoy motivado y satisfecho con mis proyectos,1,926,N/A,0.5233145407316908,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
48,1927,30,4,ventas,temporal,51,1,2,0,26,trabajo en proyectos que me interesan,1,927,N/A,0.8328864564250847,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
22,1581,2,2,logistica,temporal,35,3,2,0,17,siento que algunos procesos son confusos y siento que no hay crecimiento profesional,1,928,N/A,0.7316346462983756,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
31,1116,11,5,produccion,fijo,40,4,3,0,12,no confio en la direccion de la empresa y siento que no hay crecimiento profesional,0,929,N/A,0.2798365736278589,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
28,1737,4,0,logistica,fijo,35,4,1,0,43,hay buenas oportunidades de aprendizaje,0,930,N/A,0.45937223899566004,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
26,1700,1,0,produccion,fijo,34,4,4,0,30,el liderazgo de mi equipo es excelente y siento que no hay crecimiento profesional,1,931,N/A,0.6154332606286218,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
51,2901,31,18,finanzas,fijo,59,4,4,3,2,el liderazgo es deficiente y me siento muy estresado por la carga laboral,1,932,N/A,0.2966855659194007,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
29,1452,8,5,ti,fijo,43,4,2,4,30,me gusta el ambiente laboral,1,933,N/A,0.5410270544671637,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
52,2268,22,1,ventas,fijo,31,4,1,1,23,estoy orgulloso de lo que hacemos,1,934,N/A,0.7288353208853814,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
52,2597,28,24,produccion,fijo,30,5,5,3,36,estoy satisfecho con mi equipo,0,935,N/A,0.22972164570620454,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
18,703,0,0,produccion,fijo,34,1,2,0,21,mi jefe no apoya mi desarrollo profesional ademas considero que el salario es bajo,0,936,N/A,0.5041684246611324,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
57,3365,34,13,rrhh,fijo,37,4,2,0,32,la cultura de la empresa es positiva,0,937,N/A,0.3940303391828974,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
39,2404,19,8,ti,temporal,39,5,4,3,44,trabajo en proyectos que me interesan,0,938,N/A,0.23263159445841358,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
46,3919,27,19,rrhh,fijo,50,4,5,3,14,disfruto trabajar en esta empresa,0,939,N/A,0.23330668100757004,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
25,915,2,1,ti,fijo,59,1,5,1,37,el ambiente de oficina es tenso y me siento muy estresado por la carga laboral,1,940,N/A,0.6059457915235215,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
28,2571,10,0,finanzas,temporal,48,2,4,0,41,mi desarrollo profesional es constante,1,941,N/A,0.6976750447937557,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
58,2918,38,16,finanzas,fijo,32,3,4,2,13,el trabajo es aceptable,0,942,N/A,0.27016486523867606,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
54,3326,34,33,rrhh,fijo,47,3,4,3,47,el liderazgo es deficiente,0,943,N/A,0.254181774035523,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
31,2182,8,2,rrhh,temporal,36,4,5,2,14,aprecio el apoyo de mis colegas pero no siempre de mi jefe,0,944,N/A,0.3039213624341875,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
47,1961,18,1,ti,fijo,42,3,5,0,28,me siento parte de un buen equipo,0,945,N/A,0.3267745161169794,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
52,3541,32,7,ti,fijo,43,4,2,2,25,me gusta el ambiente laboral,1,946,N/A,0.3540913459200385,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
38,2613,15,2,rrhh,temporal,47,4,3,1,21,siento que crezco profesionalmente,0,947,N/A,0.17761748088415874,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
54,2551,36,32,rrhh,fijo,51,2,2,3,3,siento que mi trabajo no tiene impacto y me siento muy estresado por la carga laboral,0,948,N/A,0.4016034754847438,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
22,1046,0,0,produccion,fijo,41,2,1,0,32,los recursos para trabajar son insuficientes,1,949,N/A,0.8343985427763698,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
36,2696,18,1,ventas,fijo,37,3,3,1,4,cumplo mis funciones sin mayor inconveniente,0,950,N/A,0.23703475583668654,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
31,1333,7,7,rrhh,fijo,53,1,5,0,27,no confio en la direccion de la empresa,1,951,N/A,0.7075266039740989,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
43,2927,22,9,ti,fijo,47,5,2,2,48,estoy orgulloso de lo que hacemos,0,952,N/A,0.2692510882530117,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
21,1117,0,0,produccion,temporal,35,2,5,0,34,no me siento valorado en la empresa,1,953,N/A,0.7477111015231922,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
42,2947,21,18,logistica,fijo,41,4,3,1,41,siento que crezco profesionalmente,0,954,N/A,0.15821003323841404,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
59,4000,37,6,finanzas,fijo,32,2,5,0,31,siento que mi esfuerzo no siempre se reconoce,1,955,N/A,0.4747768368244225,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
42,1837,24,16,finanzas,fijo,54,2,2,4,28,la empresa valora a sus empleados y me siento muy estresado por la carga laboral,0,956,N/A,0.4001020328788965,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
35,1893,10,2,finanzas,fijo,32,3,3,1,45,"el equipo es bueno, pero la gestion necesita mejorar",1,957,N/A,0.5424247300923135,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
57,3075,35,24,produccion,temporal,45,5,2,4,23,hay buenas oportunidades de aprendizaje,0,958,N/A,0.25408178040973906,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
25,2013,4,3,rrhh,fijo,46,2,2,0,29,me siento sobrecargado y desmotivado,1,959,N/A,0.7346736206349463,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
56,3335,33,16,ventas,fijo,45,2,5,1,8,no confio en la direccion de la empresa,1,960,N/A,0.3592271277552826,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
57,4000,35,9,finanzas,fijo,42,3,3,1,47,"algunas tareas son interesantes, otras no tanto",0,961,N/A,0.3417853153188587,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
31,2087,12,0,rrhh,fijo,54,3,5,0,17,el trabajo es aceptable y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1,962,N/A,0.6530343877344525,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
49,2177,16,13,finanzas,fijo,42,5,3,2,10,hay un buen ambiente de colaboracion,0,963,N/A,0.23413211821538152,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
55,1549,31,18,finanzas,fijo,53,3,1,4,21,"el ambiente es regular, podria mejorar y me siento muy estresado por la carga laboral",0,964,N/A,0.3068503479379972,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
50,2033,28,28,finanzas,fijo,41,2,1,1,36,no tengo motivacion para seguir en este trabajo,0,965,N/A,0.46693040449466783,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
40,1950,20,17,ti,temporal,58,4,3,4,22,hay buenas oportunidades de aprendizaje,1,966,N/A,0.5160658821519852,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
32,1276,8,7,logistica,fijo,31,4,5,3,28,la empresa valora a sus empleados,1,967,N/A,0.6744882484916336,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
50,2818,28,21,produccion,fijo,55,3,4,3,12,estoy muy insatisfecho con mi trabajo y me siento muy estresado por la carga laboral,0,968,N/A,0.4283165323145937,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
42,2038,19,0,produccion,temporal,43,3,3,0,31,hay estabilidad pero falta innovacion,1,969,N/A,0.463165937307063,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
34,2039,7,5,ti,fijo,39,4,2,3,43,me siento parte de un buen equipo,0,970,N/A,0.3579010859367549,Bajo,"1. Mantener monitoreo
2. Reforzar motivación y reconocimiento"
50,2661,28,0,finanzas,fijo,48,3,1,0,9,el ambiente laboral es muy malo,0,971,N/A,0.45222201633463555,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
19,1867,0,0,produccion,fijo,52,1,3,0,42,siento que mis habilidades no se aprovechan,0,972,N/A,0.6781498082676912,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
31,1447,5,0,produccion,fijo,51,3,3,0,47,disfruto trabajar en esta empresa y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1,973,N/A,0.5920178015794626,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
57,3175,33,16,produccion,fijo,53,3,3,4,5,estoy orgulloso de lo que hacemos y me siento muy estresado por la carga laboral,0,974,N/A,0.4403507484823761,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
57,2995,34,33,finanzas,fijo,55,2,2,4,20,siento que mi esfuerzo no se reconoce,1,975,N/A,0.6774445630617637,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
56,2437,32,28,finanzas,temporal,58,1,5,1,34,"el equipo es bueno, pero la gestion necesita mejorar y me siento muy estresado por la carga laboral",0,976,N/A,0.46936511232069233,Medio,"1. Seguimiento con liderazgo
2. Revisar satisfacción laboral"
23,878,5,5,produccion,fijo,34,2,4,1,2,el trabajo cumple con lo esperado,1,977,N/A,0.751465510450842,Alto,"1. Reunión inmediata con RRHH
2. Ajustar carga laboral
3. Crear plan de retención"
