edad,salario,experiencia,antiguedad_empresa,departamento,tipo_contrato,horas_trabajo,satisfaccion_laboral,balance_trabajo_vida,promociones,distancia_trabajo,comentarios_empleado,renuncia
45,2449,21,2,finanzas,fijo,55,1,1,0,38,no confio en la direccion de la empresa y siento que no hay crecimiento profesional,1
40,2095,15,11,ti,temporal,56,3,5,2,12,aprecio el apoyo de mis colegas pero no siempre de mi jefe,1
31,2766,13,3,ventas,temporal,41,3,3,2,5,trabajo en proyectos que me interesan,1
41,2400,20,17,finanzas,temporal,33,3,3,1,39,"estoy aprendiendo cosas nuevas, pero hay desafios",1
19,1195,0,0,rrhh,fijo,44,4,2,0,36,me gusta el ambiente laboral,1
43,2083,25,23,logistica,temporal,46,3,1,3,0,siento que mi esfuerzo no siempre se reconoce,1
31,1462,6,2,finanzas,fijo,47,5,5,2,1,siento estabilidad en mi trabajo,0
24,1730,4,3,logistica,fijo,51,2,4,2,37,siento que mi esfuerzo no se reconoce y me siento muy estresado por la carga laboral,1
20,1304,0,0,ventas,temporal,34,4,2,0,40,estoy satisfecho con mi equipo,0
40,1380,15,10,finanzas,fijo,39,3,2,3,29,me esfuerzo por mejorar en mi puesto,0
60,2718,36,1,ventas,temporal,49,3,2,0,23,el trabajo cumple con lo esperado,0
35,1734,13,0,rrhh,temporal,55,3,3,0,40,el ambiente laboral es muy malo,0
55,2414,33,12,produccion,fijo,38,4,4,2,37,estoy satisfecho con las condiciones laborales,0
52,2327,29,29,finanzas,temporal,47,3,1,2,26,hay cosas buenas y malas,0
32,1842,10,9,produccion,fijo,60,3,5,0,29,"el equipo es bueno, pero la gestion necesita mejorar y me siento muy estresado por la carga laboral",1
42,2379,14,1,ventas,temporal,41,4,1,0,8,"el equipo es bueno, pero la gestion necesita mejorar",0
54,2896,35,17,finanzas,fijo,37,3,2,3,36,la empresa tiene potencial de mejora,1
45,2905,25,12,rrhh,temporal,60,2,4,3,15,hay buenas oportunidades de aprendizaje,0
27,1277,6,3,finanzas,fijo,57,1,1,0,34,el ambiente laboral es muy malo,0
56,2946,31,26,rrhh,fijo,40,4,1,4,27,"el ambiente es regular, podria mejorar",0
34,1444,12,0,ventas,fijo,33,4,2,0,11,disfruto trabajar en esta empresa,1
56,3370,32,14,logistica,fijo,38,4,2,1,11,el liderazgo es deficiente,1
39,2604,14,0,logistica,temporal,33,3,1,0,50,siento que algunos procesos son confusos,1
43,2985,20,5,produccion,fijo,47,4,1,1,8,hay un buen ambiente de colaboracion,1
42,2915,24,4,ti,temporal,43,4,3,4,28,me siento estancado profesionalmente,1
34,1807,8,0,ti,fijo,43,3,4,0,50,cumplo mis funciones sin mayor inconveniente,1
30,1633,4,4,logistica,fijo,51,2,2,3,50,siento que mis habilidades no se aprovechan,1
37,1922,15,4,finanzas,temporal,58,2,5,1,20,"no es el mejor trabajo, pero tampoco el peor",0
42,2819,24,2,logistica,fijo,57,3,5,1,16,me esfuerzo por mejorar en mi puesto y me siento muy estresado por la carga laboral,1
21,1591,0,0,produccion,temporal,59,3,2,0,32,estoy orgulloso de lo que hacemos y me siento muy estresado por la carga laboral,1
27,1903,5,2,rrhh,fijo,54,1,4,1,33,me siento sobrecargado y desmotivado,1
20,1811,1,0,ti,fijo,52,3,5,0,25,tengo oportunidades limitadas para crecer,1
58,2418,40,26,produccion,fijo,30,3,3,1,17,la empresa tiene potencial de mejora,1
35,2428,17,11,produccion,fijo,59,4,2,3,33,me siento parte de un buen equipo,0
53,2836,33,24,ventas,fijo,38,4,5,4,37,hay buenas oportunidades de aprendizaje,0
39,2656,17,16,ti,fijo,35,4,5,0,24,no hay reconocimiento al esfuerzo,1
51,1933,22,16,ventas,fijo,54,4,2,4,50,hay un buen ambiente de colaboracion y me siento muy estresado por la carga laboral,1
25,1700,2,1,produccion,fijo,47,2,4,0,33,no me siento valorado en la empresa y siento que no hay crecimiento profesional,1
57,3432,37,34,ti,fijo,40,4,2,4,49,me siento estancado profesionalmente,0
36,2221,13,1,rrhh,fijo,36,2,1,0,47,siento que mi esfuerzo no se reconoce y siento que no hay crecimiento profesional,0
59,3983,37,14,finanzas,fijo,53,1,5,1,44,la carga de trabajo es abrumadora y me siento muy estresado por la carga laboral,1
58,3385,34,32,produccion,temporal,37,3,1,2,14,la carga de trabajo es abrumadora,1
54,2714,30,2,logistica,fijo,50,3,4,2,1,siento que mi esfuerzo no siempre se reconoce,0
23,752,0,0,rrhh,fijo,52,1,1,0,22,el ambiente laboral es muy malo y me siento muy estresado por la carga laboral,0
43,2432,18,6,finanzas,fijo,59,3,4,3,44,"estoy aprendiendo cosas nuevas, pero hay desafios",0
51,3040,29,9,ti,fijo,52,4,2,4,5,me siento reconocido por mis esfuerzos y me siento muy estresado por la carga laboral,1
23,1208,0,0,rrhh,temporal,32,4,3,0,38,estoy motivado y satisfecho con mis proyectos,1
54,3075,30,8,rrhh,fijo,40,3,3,4,18,hay estabilidad pero falta innovacion,0
50,3159,28,25,finanzas,fijo,40,4,2,3,33,estoy satisfecho con mi equipo,0
39,1939,18,8,rrhh,fijo,31,5,5,3,36,"estoy aprendiendo cosas nuevas, pero hay desafios",1
38,2330,20,7,ti,temporal,44,2,4,0,45,estoy muy insatisfecho con mi trabajo y siento que no hay crecimiento profesional,1
23,1663,4,0,ti,fijo,44,2,1,0,22,no hay oportunidades de crecimiento y siento que no hay crecimiento profesional,1
23,971,0,0,produccion,temporal,34,3,3,0,14,aprecio el apoyo de mis colegas pero no siempre de mi jefe ademas considero que el salario es bajo,0
21,1291,0,0,finanzas,temporal,49,3,1,0,1,cumplo mis funciones sin mayor inconveniente y siento que no hay crecimiento profesional,1
47,3102,25,15,ventas,fijo,37,4,1,0,37,siento estabilidad en mi trabajo,1
28,1980,6,5,ti,fijo,45,5,1,2,24,hay buenas oportunidades de aprendizaje,0
47,2645,27,27,ventas,fijo,41,3,5,1,43,hay cosas buenas y malas,1
48,2397,30,24,rrhh,fijo,43,5,3,4,7,me siento reconocido por mis esfuerzos,0
41,1318,20,9,finanzas,fijo,50,3,1,2,10,no recibo retroalimentacion suficiente,0
26,647,2,2,logistica,temporal,42,4,1,2,28,hay buenas oportunidades de aprendizaje,1
20,1179,0,0,finanzas,fijo,38,3,3,0,4,aprecio el apoyo de mis colegas pero no siempre de mi jefe,0
48,3424,26,11,ti,fijo,36,3,1,1,36,mi experiencia es promedio,1
57,3469,36,21,ti,fijo,56,4,4,2,19,me siento reconocido por mis esfuerzos y me siento muy estresado por la carga laboral,0
54,3554,36,2,finanzas,fijo,46,5,3,2,11,la cultura de la empresa es positiva,1
53,2542,28,5,logistica,fijo,31,4,1,1,15,no hay reconocimiento al esfuerzo,1
41,2301,20,7,ventas,temporal,37,3,5,2,20,"a veces me siento motivado, a veces no",0
48,2029,22,22,finanzas,fijo,55,3,4,4,36,siento que algunos procesos son confusos y me siento muy estresado por la carga laboral,0
23,1534,0,0,logistica,fijo,42,2,2,0,49,siento que mi esfuerzo no se reconoce,1
19,518,0,0,produccion,fijo,37,1,5,0,20,el liderazgo es deficiente y siento que no hay crecimiento profesional,0
37,1328,10,7,logistica,fijo,47,3,2,3,27,"el ambiente es regular, podria mejorar",1
45,2213,23,18,finanzas,temporal,42,3,2,1,33,el trabajo es estresante y agotador,0
28,2005,7,7,logistica,temporal,52,3,1,3,7,hay falta de comunicacion en el equipo,1
21,1441,0,0,ventas,fijo,37,2,4,0,45,"el equipo es bueno, pero la gestion necesita mejorar y siento que no hay crecimiento profesional",1
32,2248,9,4,rrhh,fijo,45,4,1,4,30,estoy satisfecho con mi equipo,0
23,1115,0,0,ventas,fijo,49,3,5,0,20,hay cosas buenas y malas y siento que no hay crecimiento profesional,1
47,1523,18,12,finanzas,temporal,32,4,2,2,2,"estoy aprendiendo cosas nuevas, pero hay desafios",1
55,3226,31,3,finanzas,fijo,44,5,1,2,46,hay buenas oportunidades de aprendizaje,0
19,1905,0,0,rrhh,fijo,39,3,5,0,20,cumplo mis funciones sin mayor inconveniente,1
32,1423,13,2,logistica,fijo,54,2,5,1,28,estoy satisfecho con las condiciones laborales y me siento muy estresado por la carga laboral,1
28,1508,1,1,logistica,fijo,47,3,2,1,31,tengo oportunidades limitadas para crecer,0
25,1214,1,0,logistica,fijo,59,1,1,0,48,me siento sobrecargado y desmotivado y me siento muy estresado por la carga laboral,0
43,2739,17,2,produccion,fijo,48,4,4,1,25,disfruto trabajar en esta empresa,1
22,1568,1,1,ti,temporal,53,3,5,1,12,me siento sobrecargado y desmotivado,0
23,2328,5,3,ventas,temporal,31,3,1,2,14,tengo oportunidades limitadas para crecer,1
43,1828,16,4,ventas,temporal,50,4,4,3,1,el liderazgo de mi equipo es excelente,0
21,1774,2,0,finanzas,fijo,39,3,2,0,48,hay falta de comunicacion en el equipo,0
36,1119,12,5,ventas,fijo,57,3,4,0,32,"no es el mejor trabajo, pero tampoco el peor y siento que no hay crecimiento profesional",0
37,2765,17,17,logistica,fijo,45,4,2,3,30,la empresa valora a sus empleados,0
50,2945,29,19,logistica,fijo,37,4,5,0,0,no confio en la direccion de la empresa y siento que no hay crecimiento profesional,0
37,1112,13,13,rrhh,fijo,36,3,3,3,14,aprecio el apoyo de mis colegas pero no siempre de mi jefe,0
29,2303,8,4,produccion,fijo,33,5,3,4,38,el ambiente laboral es muy malo,0
18,486,0,0,logistica,fijo,55,2,5,0,14,me siento estancado profesionalmente ademas considero que el salario es bajo y siento que no hay crecimiento profesional,1
43,2229,21,10,finanzas,fijo,38,5,4,3,19,no me siento valorado en la empresa,0
31,1209,13,10,ti,fijo,31,5,3,3,6,me siento parte de un buen equipo,0
55,1991,33,8,rrhh,fijo,58,3,2,1,35,mi jefe no apoya mi desarrollo profesional y me siento muy estresado por la carga laboral,1
54,3233,30,28,ti,temporal,45,3,5,2,42,cumplo mis funciones sin mayor inconveniente,0
28,2001,7,0,ventas,temporal,58,2,1,0,11,hay falta de comunicacion en el equipo y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
53,2163,29,11,ventas,fijo,36,4,3,2,12,estoy contento con mi trabajo,1
30,1884,5,0,produccion,fijo,52,3,4,0,4,el ambiente laboral es muy malo y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,0
60,2579,35,25,ti,fijo,44,4,5,2,42,me siento reconocido por mis esfuerzos,0
20,1486,0,0,rrhh,fijo,52,3,3,0,5,la empresa tiene potencial de mejora y me siento muy estresado por la carga laboral,1
50,3222,31,0,ti,temporal,52,2,3,0,4,no hay reconocimiento al esfuerzo,1
23,1639,0,0,ti,fijo,34,3,5,0,44,estoy contento con mi trabajo y siento que no hay crecimiento profesional,0
27,2076,4,0,logistica,fijo,30,3,1,0,38,la cultura de la empresa es positiva y siento que no hay crecimiento profesional,0
22,1464,0,0,ti,fijo,49,3,5,0,42,no hay reconocimiento al esfuerzo,1
40,2316,21,3,ti,fijo,34,3,1,3,46,hay cosas buenas y malas,1
27,937,2,0,ventas,fijo,42,3,5,0,5,"estoy aprendiendo cosas nuevas, pero hay desafios ademas considero que el salario es bajo y siento que no hay crecimiento profesional",0
19,1621,0,0,logistica,fijo,55,3,2,0,5,siento estabilidad en mi trabajo y me siento muy estresado por la carga laboral,0
30,1421,12,5,produccion,fijo,49,2,2,0,10,mi desarrollo profesional es constante y siento que no hay crecimiento profesional,0
57,3351,37,17,rrhh,fijo,42,3,5,4,26,aprecio el apoyo de mis colegas pero no siempre de mi jefe,0
19,1155,0,0,finanzas,fijo,52,1,1,0,15,hay falta de comunicacion en el equipo,1
37,1763,19,16,logistica,fijo,58,1,3,0,44,no tengo motivacion para seguir en este trabajo,1
18,1926,0,0,ventas,fijo,47,2,5,0,2,la empresa tiene potencial de mejora,1
54,2626,34,23,ventas,temporal,31,4,3,1,21,me siento parte de un buen equipo,0
26,1934,4,3,logistica,fijo,56,1,5,1,31,no confio en la direccion de la empresa y me siento muy estresado por la carga laboral,0
34,2477,11,4,rrhh,temporal,47,5,4,3,24,estoy satisfecho con mi equipo,1
26,957,4,0,logistica,fijo,39,3,1,0,17,el trabajo cumple con lo esperado ademas considero que el salario es bajo,0
28,1978,5,2,rrhh,fijo,32,3,4,1,18,el equilibrio entre trabajo y vida es justo,1
32,2318,14,13,produccion,fijo,50,3,4,1,47,siento que algunos procesos son confusos,1
41,3231,21,6,finanzas,fijo,59,3,1,4,29,hay tareas repetitivas que no disfruto,0
55,3486,37,14,ventas,fijo,39,2,5,1,34,mi jefe no apoya mi desarrollo profesional,1
52,3512,25,13,logistica,fijo,38,3,1,3,50,"algunas tareas son interesantes, otras no tanto",0
47,2482,20,2,produccion,fijo,32,4,1,2,45,estoy motivado y satisfecho con mis proyectos,1
48,1927,30,4,ventas,temporal,51,1,2,0,26,trabajo en proyectos que me interesan,1
22,1581,2,2,logistica,temporal,35,3,2,0,17,siento que algunos procesos son confusos y siento que no hay crecimiento profesional,1
31,1116,11,5,produccion,fijo,40,4,3,0,12,no confio en la direccion de la empresa y siento que no hay crecimiento profesional,0
28,1737,4,0,logistica,fijo,35,4,1,0,43,hay buenas oportunidades de aprendizaje,0
26,1700,1,0,produccion,fijo,34,4,4,0,30,el liderazgo de mi equipo es excelente y siento que no hay crecimiento profesional,1
51,2901,31,18,finanzas,fijo,59,4,4,3,2,el liderazgo es deficiente y me siento muy estresado por la carga laboral,1
29,1452,8,5,ti,fijo,43,4,2,4,30,me gusta el ambiente laboral,1
52,2268,22,1,ventas,fijo,31,4,1,1,23,estoy orgulloso de lo que hacemos,1
52,2597,28,24,produccion,fijo,30,5,5,3,36,estoy satisfecho con mi equipo,0
18,703,0,0,produccion,fijo,34,1,2,0,21,mi jefe no apoya mi desarrollo profesional ademas considero que el salario es bajo,0
57,3365,34,13,rrhh,fijo,37,4,2,0,32,la cultura de la empresa es positiva,0
39,2404,19,8,ti,temporal,39,5,4,3,44,trabajo en proyectos que me interesan,0
46,3919,27,19,rrhh,fijo,50,4,5,3,14,disfruto trabajar en esta empresa,0
25,915,2,1,ti,fijo,59,1,5,1,37,el ambiente de oficina es tenso y me siento muy estresado por la carga laboral,1
28,2571,10,0,finanzas,temporal,48,2,4,0,41,mi desarrollo profesional es constante,1
58,2918,38,16,finanzas,fijo,32,3,4,2,13,el trabajo es aceptable,0
54,3326,34,33,rrhh,fijo,47,3,4,3,47,el liderazgo es deficiente,0
31,2182,8,2,rrhh,temporal,36,4,5,2,14,aprecio el apoyo de mis colegas pero no siempre de mi jefe,0
47,1961,18,1,ti,fijo,42,3,5,0,28,me siento parte de un buen equipo,0
52,3541,32,7,ti,fijo,43,4,2,2,25,me gusta el ambiente laboral,1
38,2613,15,2,rrhh,temporal,47,4,3,1,21,siento que crezco profesionalmente,0
54,2551,36,32,rrhh,fijo,51,2,2,3,3,siento que mi trabajo no tiene impacto y me siento muy estresado por la carga laboral,0
22,1046,0,0,produccion,fijo,41,2,1,0,32,los recursos para trabajar son insuficientes,1
36,2696,18,1,ventas,fijo,37,3,3,1,4,cumplo mis funciones sin mayor inconveniente,0
31,1333,7,7,rrhh,fijo,53,1,5,0,27,no confio en la direccion de la empresa,1
43,2927,22,9,ti,fijo,47,5,2,2,48,estoy orgulloso de lo que hacemos,0
21,1117,0,0,produccion,temporal,35,2,5,0,34,no me siento valorado en la empresa,1
42,2947,21,18,logistica,fijo,41,4,3,1,41,siento que crezco profesionalmente,0
59,4000,37,6,finanzas,fijo,32,2,5,0,31,siento que mi esfuerzo no siempre se reconoce,1
42,1837,24,16,finanzas,fijo,54,2,2,4,28,la empresa valora a sus empleados y me siento muy estresado por la carga laboral,0
35,1893,10,2,finanzas,fijo,32,3,3,1,45,"el equipo es bueno, pero la gestion necesita mejorar",1
57,3075,35,24,produccion,temporal,45,5,2,4,23,hay buenas oportunidades de aprendizaje,0
25,2013,4,3,rrhh,fijo,46,2,2,0,29,me siento sobrecargado y desmotivado,1
56,3335,33,16,ventas,fijo,45,2,5,1,8,no confio en la direccion de la empresa,1
57,4000,35,9,finanzas,fijo,42,3,3,1,47,"algunas tareas son interesantes, otras no tanto",0
31,2087,12,0,rrhh,fijo,54,3,5,0,17,el trabajo es aceptable y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
49,2177,16,13,finanzas,fijo,42,5,3,2,10,hay un buen ambiente de colaboracion,0
55,1549,31,18,finanzas,fijo,53,3,1,4,21,"el ambiente es regular, podria mejorar y me siento muy estresado por la carga laboral",0
50,2033,28,28,finanzas,fijo,41,2,1,1,36,no tengo motivacion para seguir en este trabajo,0
40,1950,20,17,ti,temporal,58,4,3,4,22,hay buenas oportunidades de aprendizaje,1
32,1276,8,7,logistica,fijo,31,4,5,3,28,la empresa valora a sus empleados,1
50,2818,28,21,produccion,fijo,55,3,4,3,12,estoy muy insatisfecho con mi trabajo y me siento muy estresado por la carga laboral,0
42,2038,19,0,produccion,temporal,43,3,3,0,31,hay estabilidad pero falta innovacion,1
34,2039,7,5,ti,fijo,39,4,2,3,43,me siento parte de un buen equipo,0
50,2661,28,0,finanzas,fijo,48,3,1,0,9,el ambiente laboral es muy malo,0
19,1867,0,0,produccion,fijo,52,1,3,0,42,siento que mis habilidades no se aprovechan,0
31,1447,5,0,produccion,fijo,51,3,3,0,47,disfruto trabajar en esta empresa y me siento muy estresado por la carga laboral y siento que no hay crecimiento profesional,1
57,3175,33,16,produccion,fijo,53,3,3,4,5,estoy orgulloso de lo que hacemos y me siento muy estresado por la carga laboral,0
57,2995,34,33,finanzas,fijo,55,2,2,4,20,siento que mi esfuerzo no se reconoce,1
56,2437,32,28,finanzas,temporal,58,1,5,1,34,"el equipo es bueno, pero la gestion necesita mejorar y me siento muy estresado por la carga laboral",0
23,878,5,5,produccion,fijo,34,2,4,1,2,el trabajo cumple con lo esperado,1
23,866,0,0,ventas,fijo,45,3,2,0,20,tengo oportunidades limitadas para crecer ademas considero que el salario es bajo,0
20,1526,0,0,rrhh,fijo,34,3,4,0,19,siento que mi trabajo no tiene impacto,1
24,1096,2,0,rrhh,temporal,31,3,1,0,49,siento que mi esfuerzo no siempre se reconoce,1
25,1972,0,0,finanzas,fijo,35,4,4,0,42,me siento parte de un buen equipo y siento que no hay crecimiento profesional,1
59,3049,32,26,ventas,fijo,57,3,4,2,33,el trabajo cumple con lo esperado y me siento muy estresado por la carga laboral,0
32,1551,9,3,logistica,fijo,41,3,1,2,2,el trabajo cumple con lo esperado,1
46,2700,28,22,ventas,temporal,56,2,2,2,44,siento que mis habilidades no se aprovechan y me siento muy estresado por la carga laboral,1
50,2169,25,15,ventas,fijo,42,5,2,2,44,me siento sobrecargado y desmotivado,0
47,2835,27,19,ti,fijo,42,4,1,0,39,la empresa valora a sus empleados y siento que no hay crecimiento profesional,0
56,2576,32,10,ti,fijo,56,3,2,3,36,"el equipo es bueno, pero la gestion necesita mejorar",1
44,2414,20,19,produccion,temporal,50,3,5,4,4,me esfuerzo por mejorar en mi puesto,0
53,2720,32,19,ventas,fijo,54,2,4,3,49,la carga de trabajo es abrumadora y me siento muy estresado por la carga laboral,0
46,1360,23,9,rrhh,fijo,43,4,2,4,10,hay un buen ambiente de colaboracion,0
55,2150,29,7,logistica,fijo,48,4,4,0,47,siento que mi trabajo no tiene impacto,1
50,2642,30,1,ti,temporal,44,2,2,0,16,el trabajo es estresante y agotador y siento que no hay crecimiento profesional,1
54,3577,36,25,finanzas,fijo,50,3,4,2,3,mi experiencia es promedio,0
44,3260,25,0,finanzas,fijo,32,3,1,0,7,siento que mi esfuerzo no siempre se reconoce y siento que no hay crecimiento profesional,1
50,2903,30,28,ventas,fijo,38,5,1,3,40,me siento parte de un buen equipo,1
21,1820,2,2,logistica,fijo,54,2,1,0,46,mi jefe no apoya mi desarrollo profesional y me siento muy estresado por la carga laboral,1
39,2873,15,6,logistica,fijo,59,2,5,3,21,siento que mi trabajo no tiene impacto y me siento muy estresado por la carga laboral,1
19,1847,1,1,produccion,fijo,39,3,5,1,31,siento que mi esfuerzo no siempre se reconoce,0
27,2257,8,3,ventas,temporal,58,3,1,3,26,el trabajo es aceptable y me siento muy estresado por la carga laboral,1
22,1966,1,1,finanzas,temporal,36,4,4,0,5,hay buenas oportunidades de aprendizaje,1
27,798,5,4,finanzas,fijo,60,2,1,2,30,no recibo retroalimentacion suficiente ademas considero que el salario es bajo,1
50,2654,23,16,produccion,fijo,43,3,1,2,3,la empresa tiene potencial de mejora,1
55,3562,29,1,ti,fijo,46,2,3,0,46,estoy satisfecho con las condiciones laborales y siento que no hay crecimiento profesional,0
30,1946,8,6,produccion,fijo,54,3,5,0,38,no confio en la direccion de la empresa y siento que no hay crecimiento profesional,0
48,3116,30,1,rrhh,temporal,43,3,5,0,29,"el equipo es bueno, pero la gestion necesita mejorar",0
